# IndicPositionalCategory-17.0.0.txt
# Date: 2025-07-29, 13:35:52 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see https://www.unicode.org/reports/tr44/
#
# This file defines the following property:
#
#    Indic_Positional_Category     enumerated property
#
# Scope: This property is aimed at the problem of
# the specification of syllabic structure for Indic scripts.
# Because dependent vowels (matras), visible viramas, and other
# characters are placed in notional slots around the consonant (or
# consonant cluster) core of an Indic syllable, there may be
# cooccurrence constraints or other interactions. Also, it may be
# desirable, in cases where more than one such character may occur in
# sequence, as for example, in a top slot and a bottom slot, to
# specify preferred orders for spelling. As such, this property
# is designed primarily to supplement the Indic_Syllabic_Category
# property.
#
# In addition to combining marks associated with Indic scripts, the
# Indic_Positional_Category has non-trivial values for special signs
# associated with Indic_Syllabic_Category=Consonant_Prefixed
# or Indic_Syllabic_Category=Consonant_Preceding_Repha. Those signs
# have General_Category=Lo, rather than being combining marks.
# They occur in initial position in syllabic structure. However, when
# rendered, they appear as marks positioned with respect to another
# base letter (usually above it). Hence, having an explicit value for
# Indic_Positional_Category for those signs can be helpful.
#
# Note that this property is *not* intended as
# a prescriptive property regarding display or font design,
# for a number of reasons. Good font design requires information
# that is outside the context of a character encoding standard,
# and is best handled in other venues. For Indic dependent
# vowels and similar characters, in particular:
#
#   1. Matra placement may vary somewhat based on typeface design.
#   2. Matra placement, even within a single script, may vary
#      somewhat according to historic period or local conventions.
#   3. Matra placement may be changed by explicit orthographic reform
#      decisions.
#   4. Matras may ligate in various ways with a consonant (or even
#      other elements of a syllable) instead of occurring in a
#      discrete location.
#   5. Matra display may be contextually determined. This is
#      notable, for example, in the Tamil script, where the shape
#      and placement of -u and -uu vowels depends strongly on
#      which consonant they adjoin.
#
# Format:
#    Field 0  Unicode code point value or range of code point values
#    Field 1  Indic_Positional_Category property value
#
# Field 1 is followed by a comment field, starting with the number sign '#',
# which shows the General_Category property value, the Unicode character name
# or names, and, in lines with ranges of code points, the code point count in
# square brackets.
#
# The scripts assessed as containing dependent vowels or similar characters
# in the structural sense used for the Indic_Positional_Category are the
# following:
#
# Ahom, Balinese, Batak, Bengali, Bhaiksuki, Brahmi, Buginese, Buhid,
# Chakma, Cham, Devanagari, Dives Akuru, Dogra, Grantha, Gujarati,
# Gunjala Gondi, Gurmukhi, Gurung Khema, Hanunoo, Javanese, Kaithi,
# Kannada, Kawi, Kayah Li, Kharoshthi, Khmer, Khojki, Khudawadi,
# Kirat Rai, Lao, Lepcha, Limbu, Makasar, Malayalam, Marchen,
# Masaram Gondi, Meetei Mayek, Modi, Myanmar, Nandinagari, Newa,
# New Tai Lue, Oriya, Rejang, Saurashtra, Sharada, Siddham, Sinhala,
# Soyombo, Sundanese, Syloti Nagri, Tagalog, Tagbanwa, Tai Tham,
# Tai Viet, Takri, Tamil, Telugu, Thai, Tibetan, Tirhuta,
# Tulu-Tigalari, and Zanabazar Square.
#
# All characters for all other scripts not in that list
# take the default value for this property.
#
# See IndicSyllabicCategory.txt for a slightly more extended
# list of Indic scripts, including those which do not have
# positional characters. Currently, those additional
# Indic scripts without positional characters are
# Multani, Phags-pa, and Tai Le.
#
# Notes:
#
# 1. The following characters are all assigned the positional category Right,
# but may have different positions in some cases:
#   * U+0BC1 TAMIL VOWEL SIGN U and U+0BC2 TAMIL VOWEL SIGN UU have
#     contextually variable placement in Tamil.
#   * U+11341 GRANTHA VOWEL SIGN U and U+11342 GRANTHA VOWEL SIGN UU have
#     contextually variable placement in Grantha.
#   * U+11440 NEWA VOWEL SIGN O and U+11441 NEWA VOWEL SIGN AU have contextually
#     variable placement in Newa.
#
# 2. The following characters are all assigned the positional category Top,
# but may have different positions in some cases:
#   * U+1143E NEWA VOWEL SIGN E and U+1143F NEWA VOWEL SIGN AI have contextually
#     variable placement in Newa.
#
# 3. The following characters are all assigned the positional category Bottom,
# but may have different positions in some cases:
#   * U+0D41 MALAYALAM VOWEL SIGN U and U+0D42 MALAYALAM VOWEL SIGN UU form
#     complex ligatures with consonants in older Malayalam orthography, and
#     are spacing marks to the right of the base in reformed Malayalam
#     orthography.
#   * U+102F MYANMAR VOWEL SIGN U and U+1030 MYANMAR VOWEL SIGN UU have
#     contextually variable placement in Myanmar.
#   * U+1A69 TAI THAM VOWEL SIGN U and U+1A6A TAI THAM VOWEL SIGN UU have
#     contextually variable placement in Tai Tham.
#   * U+113BB TULU-TIGALARI VOWEL SIGN U and
#     U+113BC TULU-TIGALARI VOWEL SIGN UU form complex ligatures with
#     consonants.
#
# 4. The following character is assigned the positional category Left, but
# may have different positions in different styles:
#   * U+119D2 NANDINAGARI VOWEL SIGN I has stylistically variable placement
#     in Nandinagari.


# ================================================

# Property: Indic_Positional_Category
#
#  All code points not explicitly listed for Indic_Positional_Category
#  have the value Not_Applicable (NA).
#
# @missing: 0000..10FFFF; Not_Applicable

# ------------------------------------------------

# Indic_Positional_Category=Right

11347..11348  ; Left # Mc   [2] GRANTHA VOWEL SIGN EE..GRANTHA VOWEL SIGN AI
113C2         ; Left # Mc       TULU-TIGALARI VOWEL SIGN EE
113C5         ; Left # Mc       TULU-TIGALARI VOWEL SIGN AI
11436         ; Left # Mc       NEWA VOWEL SIGN I
114B1         ; Left # Mc       TIRHUTA VOWEL SIGN I
114B9         ; Left # Mc       TIRHUTA VOWEL SIGN E
115B0         ; Left # Mc       SIDDHAM VOWEL SIGN I
115B8         ; Left # Mc       SIDDHAM VOWEL SIGN E
116AE         ; Left # Mc       TAKRI VOWEL SIGN I
11726         ; Left # Mc       AHOM VOWEL SIGN E
1182D         ; Left # Mc       DOGRA VOWEL SIGN I
11935         ; Left # Mc       DIVES AKURU VOWEL SIGN E
11937         ; Left # Mc       DIVES AKURU VOWEL SIGN AI
119D2         ; Left # Mc       NANDINAGARI VOWEL SIGN I
119E4         ; Left # Mc       NANDINAGARI VOWEL SIGN PRISHTHAMATRA E
11CB1         ; Left # Mc       MARCHEN VOWEL SIGN I
11EF5         ; Left # Mc       MAKASAR VOWEL SIGN E
11F3E..11F3F  ; Left # Mc   [2] KAWI VOWEL SIGN E..KAWI VOWEL SIGN AI
1612A..1612B  ; Left # Mc   [2] GURUNG KHEMA CONSONANT SIGN MEDIAL YA..GURUNG KHEMA CONSONANT SIGN MEDIAL VA

# Indic_Positional_Category=Visual_Order_Left

# These are dependent vowels that occur to the left of the consonant
# letter in a syllable, but which occur in scripts using the visual order
# model, instead of the logical order model. Because of the different
# model, these left-side vowels occur first in the backing store (before
# the consonant letter) and are not reordered during text rendering.
#
# [Derivation: Logical_Order_Exception=Yes]

0E40..0E44    ; Visual_Order_Left # Lo   [5] THAI CHARACTER SARA E..THAI CHARACTER SARA AI MAIMALAI
0EC0..0EC4    ; Visual_Order_Left # Lo   [5] LAO VOWEL SIGN E..LAO VOWEL SIGN AI
19B5..19B7    ; Visual_Order_Left # Lo   [3] NEW TAI LUE VOWEL SIGN E..NEW TAI LUE VOWEL SIGN O
19BA          ; Visual_Order_Left # Lo       NEW TAI LUE VOWEL SIGN AY
AAB5..AAB6    ; Visual_Order_Left # Lo   [2] TAI VIET VOWEL E..TAI VIET VOWEL O
AAB9          ; Visual_Order_Left # Lo       TAI VIET VOWEL UEA
AABB..AABC    ; Visual_Order_Left # Lo   [2] TAI VIET VOWEL AUE..TAI VIET VOWEL AY

# Indic_Positional_Category=Left_And_Right

09CB..09CC    ; Left_And_Right # Mc   [2] BENGALI VOWEL SIGN O..BENGALI VOWEL SIGN AU
0B4B          ; Left_And_Right # Mc       ORIYA VOWEL SIGN O
0BCA..0BCC    ; Left_And_Right # Mc   [3] TAMIL VOWEL SIGN O..TAMIL VOWEL SIGN AU
0D4A..0D4C    ; Left_And_Right # Mc   [3] MALAYALAM VOWEL SIGN O..MALAYALAM VOWEL SIGN AU
0DDC          ; Left_And_Right # Mc       SINHALA VOWEL SIGN KOMBUVA HAA AELA-PILLA
0DDE          ; Left_And_Right # Mc       SINHALA VOWEL SIGN KOMBUVA HAA GAYANUKITTA
17C0          ; Left_And_Right # Mc       KHMER VOWEL SIGN IE
17C4..17C5    ; Left_And_Right # Mc   [2] KHMER VOWEL SIGN OO..KHMER VOWEL SIGN AU
1B40..1B41    ; Left_And_Right # Mc   [2] BALINESE VOWEL SIGN TALING TEDUNG..BALINESE VOWEL SIGN TALING REPA TEDUNG
1134B..1134C  ; Left_And_Right # Mc   [2] GRANTHA VOWEL SIGN OO..GRANTHA VOWEL SIGN AU
113C7..113C8  ; Left_And_Right # Mc   [2] TULU-TIGALARI VOWEL SIGN OO..TULU-TIGALARI VOWEL SIGN AU
114BC         ; Left_And_Right # Mc       TIRHUTA VOWEL SIGN O
114BE         ; Left_And_Right # Mc       TIRHUTA VOWEL SIGN AU
115BA         ; Left_And_Right # Mc       SIDDHAM VOWEL SIGN O
11938         ; Left_And_Right # Mc       DIVES AKURU VOWEL SIGN O

# Indic_Positional_Category=Top

0900..0902    ; Top # Mn   [3] DEVANAGARI SIGN INVERTED CANDRABINDU..DEVANAGARI SIGN ANUSVARA
093A          ; Top # Mn       DEVANAGARI VOWEL SIGN OE
0945..0948    ; Top # Mn   [4] DEVANAGARI VOWEL SIGN CANDRA E..DEVANAGARI VOWEL SIGN AI
0951          ; Top # Mn       DEVANAGARI STRESS SIGN UDATTA
0955          ; Top # Mn       DEVANAGARI VOWEL SIGN CANDRA LONG E
0981          ; Top # Mn       BENGALI SIGN CANDRABINDU
09FE          ; Top # Mn       BENGALI SANDHI MARK
0A01..0A02    ; Top # Mn   [2] GURMUKHI SIGN ADAK BINDI..GURMUKHI SIGN BINDI
0A47..0A48    ; Top # Mn   [2] GURMUKHI VOWEL SIGN EE..GURMUKHI VOWEL SIGN AI
0A4B..0A4C    ; Top # Mn   [2] GURMUKHI VOWEL SIGN OO..GURMUKHI VOWEL SIGN AU
0A70..0A71    ; Top # Mn   [2] GURMUKHI TIPPI..GURMUKHI ADDAK
0A81..0A82    ; Top # Mn   [2] GUJARATI SIGN CANDRABINDU..GUJARATI SIGN ANUSVARA
0AC5          ; Top # Mn       GUJARATI VOWEL SIGN CANDRA E
0AC7..0AC8    ; Top # Mn   [2] GUJARATI VOWEL SIGN E..GUJARATI VOWEL SIGN AI
0AFA..0AFF    ; Top # Mn   [6] GUJARATI SIGN SUKUN..GUJARATI SIGN TWO-CIRCLE NUKTA ABOVE
0B01          ; Top # Mn       ORIYA SIGN CANDRABINDU
0B3F          ; Top # Mn       ORIYA VOWEL SIGN I
0B55..0B56    ; Top # Mn   [2] ORIYA SIGN OVERLINE..ORIYA AI LENGTH MARK
0B82          ; Top # Mn       TAMIL SIGN ANUSVARA
0BC0          ; Top # Mn       TAMIL VOWEL SIGN II
0BCD          ; Top # Mn       TAMIL SIGN VIRAMA
0C00          ; Top # Mn       TELUGU SIGN COMBINING CANDRABINDU ABOVE
0C04          ; Top # Mn       TELUGU SIGN COMBINING ANUSVARA ABOVE
0C3E..0C40    ; Top # Mn   [3] TELUGU VOWEL SIGN AA..TELUGU VOWEL SIGN II
0C46..0C47    ; Top # Mn   [2] TELUGU VOWEL SIGN E..TELUGU VOWEL SIGN EE
0C4A..0C4D    ; Top # Mn   [4] TELUGU VOWEL SIGN O..TELUGU SIGN VIRAMA
0C55          ; Top # Mn       TELUGU LENGTH MARK
0C81          ; Top # Mn       KANNADA SIGN CANDRABINDU
0CBF          ; Top # Mn       KANNADA VOWEL SIGN I
0CC6          ; Top # Mn       KANNADA VOWEL SIGN E
0CCC..0CCD    ; Top # Mn   [2] KANNADA VOWEL SIGN AU..KANNADA SIGN VIRAMA
0D00..0D01    ; Top # Mn   [2] MALAYALAM SIGN COMBINING ANUSVARA ABOVE..MALAYALAM SIGN CANDRABINDU
0D3B..0D3C    ; Top # Mn   [2] MALAYALAM SIGN VERTICAL BAR VIRAMA..MALAYALAM SIGN CIRCULAR VIRAMA
0D4D          ; Top # Mn       MALAYALAM SIGN VIRAMA
0D4E          ; Top # Lo       MALAYALAM LETTER DOT REPH
0D81          ; Top # Mn       SINHALA SIGN CANDRABINDU
0DCA          ; Top # Mn       SINHALA SIGN AL-LAKUNA
0DD2..0DD3    ; Top # Mn   [2] SINHALA VOWEL SIGN KETTI IS-PILLA..SINHALA VOWEL SIGN DIGA IS-PILLA
0E31          ; Top # Mn       THAI CHARACTER MAI HAN-AKAT
0E34..0E37    ; Top # Mn   [4] THAI CHARACTER SARA I..THAI CHARACTER SARA UEE
0E47..0E4E    ; Top # Mn   [8] THAI CHARACTER MAITAIKHU..THAI CHARACTER YAMAKKAN
0EB1          ; Top # Mn       LAO VOWEL SIGN MAI KAN
0EB4..0EB7    ; Top # Mn   [4] LAO VOWEL SIGN I..LAO VOWEL SIGN YY
0EBB          ; Top # Mn       LAO VOWEL SIGN MAI KON
0EC8..0ECE    ; Top # Mn   [7] LAO TONE MAI EK..LAO YAMAKKAN
0F39          ; Top # Mn       TIBETAN MARK TSA -PHRU
0F72          ; Top # Mn       TIBETAN VOWEL SIGN I
0F7A..0F7E    ; Top # Mn   [5] TIBETAN VOWEL SIGN E..TIBETAN SIGN RJES SU NGA RO
0F80          ; Top # Mn       TIBETAN VOWEL SIGN REVERSED I
0F82..0F83    ; Top # Mn   [2] TIBETAN SIGN NYI ZLA NAA DA..TIBETAN SIGN SNA LDAN
0F86..0F87    ; Top # Mn   [2] TIBETAN SIGN LCI RTAGS..TIBETAN SIGN YANG RTAGS
102D..102E    ; Top # Mn   [2] MYANMAR VOWEL SIGN I..MYANMAR VOWEL SIGN II
1032..1036    ; Top # Mn   [5] MYANMAR VOWEL SIGN AI..MYANMAR SIGN ANUSVARA
103A          ; Top # Mn       MYANMAR SIGN ASAT
1071..1074    ; Top # Mn   [4] MYANMAR VOWEL SIGN GEBA KAREN I..MYANMAR VOWEL SIGN KAYAH EE
1085..1086    ; Top # Mn   [2] MYANMAR VOWEL SIGN SHAN E ABOVE..MYANMAR VOWEL SIGN SHAN FINAL Y
109D          ; Top # Mn       MYANMAR VOWEL SIGN AITON AI
1712          ; Top # Mn       TAGALOG VOWEL SIGN I
1732          ; Top # Mn       HANUNOO VOWEL SIGN I
1752          ; Top # Mn       BUHID VOWEL SIGN I
1772          ; Top # Mn       TAGBANWA VOWEL SIGN I
17B7..17BA    ; Top # Mn   [4] KHMER VOWEL SIGN I..KHMER VOWEL SIGN YY
17C6          ; Top # Mn       KHMER SIGN NIKAHIT
17C9..17D1    ; Top # Mn   [9] KHMER SIGN MUUSIKATOAN..KHMER SIGN VIRIAM
17D3          ; Top # Mn       KHMER SIGN BATHAMASAT
17DD          ; Top # Mn       KHMER SIGN ATTHACAN
1920..1921    ; Top # Mn   [2] LIMBU VOWEL SIGN A..LIMBU VOWEL SIGN I
1927..1928    ; Top # Mn   [2] LIMBU VOWEL SIGN E..LIMBU VOWEL SIGN O
193A          ; Top # Mn       LIMBU SIGN KEMPHRENG
1A17          ; Top # Mn       BUGINESE VOWEL SIGN I
1A1B          ; Top # Mn       BUGINESE VOWEL SIGN AE
1A58..1A5A    ; Top # Mn   [3] TAI THAM SIGN MAI KANG LAI..TAI THAM CONSONANT SIGN LOW PA
1A62          ; Top # Mn       TAI THAM VOWEL SIGN MAI SAT
1A65..1A68    ; Top # Mn   [4] TAI THAM VOWEL SIGN I..TAI THAM VOWEL SIGN UUE
1A6B          ; Top # Mn       TAI THAM VOWEL SIGN O
1A73..1A7C    ; Top # Mn  [10] TAI THAM VOWEL SIGN OA ABOVE..TAI THAM SIGN KHUEN-LUE KARAN
1B00..1B03    ; Top # Mn   [4] BALINESE SIGN ULU RICEM..BALINESE SIGN SURANG
1B34          ; Top # Mn       BALINESE SIGN REREKAN
1B36..1B37    ; Top # Mn   [2] BALINESE VOWEL SIGN ULU..BALINESE VOWEL SIGN ULU SARI
1B42          ; Top # Mn       BALINESE VOWEL SIGN PEPET
1B6B          ; Top # Mn       BALINESE MUSICAL SYMBOL COMBINING TEGEH
1B6D..1B73    ; Top # Mn   [7] BALINESE MUSICAL SYMBOL COMBINING KEMPUL..BALINESE MUSICAL SYMBOL COMBINING GONG
1B80..1B81    ; Top # Mn   [2] SUNDANESE SIGN PANYECEK..SUNDANESE SIGN PANGLAYAR
1BA4          ; Top # Mn       SUNDANESE VOWEL SIGN PANGHULU
1BA8..1BA9    ; Top # Mn   [2] SUNDANESE VOWEL SIGN PAMEPET..SUNDANESE VOWEL SIGN PANEULEUNG
1BE6          ; Top # Mn       BATAK SIGN TOMPI
1BE8..1BE9    ; Top # Mn   [2] BATAK VOWEL SIGN PAKPAK E..BATAK VOWEL SIGN EE
1BED          ; Top # Mn       BATAK VOWEL SIGN KARO O
1BEF..1BF1    ; Top # Mn   [3] BATAK VOWEL SIGN U FOR SIMALUNGUN SA..BATAK CONSONANT SIGN H
1C2D..1C33    ; Top # Mn   [7] LEPCHA CONSONANT SIGN K..LEPCHA CONSONANT SIGN T
1C36          ; Top # Mn       LEPCHA SIGN RAN
1CD0..1CD2    ; Top # Mn   [3] VEDIC TONE KARSHANA..VEDIC TONE PRENKHA
1CDA..1CDB    ; Top # Mn   [2] VEDIC TONE DOUBLE SVARITA..VEDIC TONE TRIPLE SVARITA
1CE0          ; Top # Mn       VEDIC TONE RIGVEDIC KASHMIRI INDEPENDENT SVARITA
1CF4          ; Top # Mn       VEDIC TONE CANDRA ABOVE
1DFB          ; Top # Mn       COMBINING DELETION MARK
20F0          ; Top # Mn       COMBINING ASTERISK ABOVE
A802          ; Top # Mn       SYLOTI NAGRI SIGN DVISVARA
A806          ; Top # Mn       SYLOTI NAGRI SIGN HASANTA
A80B          ; Top # Mn       SYLOTI NAGRI SIGN ANUSVARA
A826          ; Top # Mn       SYLOTI NAGRI VOWEL SIGN E
A8C5          ; Top # Mn       SAURASHTRA SIGN CANDRABINDU
A8E0..A8F1    ; Top # Mn  [18] COMBINING DEVANAGARI DIGIT ZERO..COMBINING DEVANAGARI SIGN AVAGRAHA
A8FF          ; Top # Mn       DEVANAGARI VOWEL SIGN AY
A926..A92A    ; Top # Mn   [5] KAYAH LI VOWEL UE..KAYAH LI VOWEL O
A94A          ; Top # Mn       REJANG VOWEL SIGN AI
A94F..A951    ; Top # Mn   [3] REJANG CONSONANT SIGN NG..REJANG CONSONANT SIGN R
A980..A982    ; Top # Mn   [3] JAVANESE SIGN PANYANGGA..JAVANESE SIGN LAYAR
A9B3          ; Top # Mn       JAVANESE SIGN CECAK TELU
A9B6..A9B7    ; Top # Mn   [2] JAVANESE VOWEL SIGN WULU..JAVANESE VOWEL SIGN WULU MELIK
A9BC          ; Top # Mn       JAVANESE VOWEL SIGN PEPET
A9E5          ; Top # Mn       MYANMAR SIGN SHAN SAW
AA29..AA2C    ; Top # Mn   [4] CHAM VOWEL SIGN AA..CHAM VOWEL SIGN EI
AA2E          ; Top # Mn       CHAM VOWEL SIGN OE
AA31          ; Top # Mn       CHAM VOWEL SIGN AU
AA43          ; Top # Mn       CHAM CONSONANT SIGN FINAL NG
AA4C          ; Top # Mn       CHAM CONSONANT SIGN FINAL M
AA7C          ; Top # Mn       MYANMAR SIGN TAI LAING TONE-2
AAB0          ; Top # Mn       TAI VIET MAI KANG
AAB2..AAB3    ; Top # Mn   [2] TAI VIET VOWEL I..TAI VIET VOWEL UE
AAB7..AAB8    ; Top # Mn   [2] TAI VIET MAI KHIT..TAI VIET VOWEL IA
AABE..AABF    ; Top # Mn   [2] TAI VIET VOWEL AM..TAI VIET TONE MAI EK
AAC1          ; Top # Mn       TAI VIET TONE MAI THO
AAED          ; Top # Mn       MEETEI MAYEK VOWEL SIGN AAI
ABE5          ; Top # Mn       MEETEI MAYEK VOWEL SIGN ANAP
10A05         ; Top # Mn       KHAROSHTHI VOWEL SIGN E
10A0F         ; Top # Mn       KHAROSHTHI SIGN VISARGA
10A38         ; Top # Mn       KHAROSHTHI SIGN BAR ABOVE
11001         ; Top # Mn       BRAHMI SIGN ANUSVARA
11038..1103B  ; Top # Mn   [4] BRAHMI VOWEL SIGN AA..BRAHMI VOWEL SIGN II
11042..11046  ; Top # Mn   [5] BRAHMI VOWEL SIGN E..BRAHMI VIRAMA
11070         ; Top # Mn       BRAHMI SIGN OLD TAMIL VIRAMA
11073..11074  ; Top # Mn   [2] BRAHMI VOWEL SIGN OLD TAMIL SHORT E..BRAHMI VOWEL SIGN OLD TAMIL SHORT O
11080..11081  ; Top # Mn   [2] KAITHI SIGN CANDRABINDU..KAITHI SIGN ANUSVARA
110B5..110B6  ; Top # Mn   [2] KAITHI VOWEL SIGN E..KAITHI VOWEL SIGN AI
11100..11102  ; Top # Mn   [3] CHAKMA SIGN CANDRABINDU..CHAKMA SIGN VISARGA
11127..11129  ; Top # Mn   [3] CHAKMA VOWEL SIGN A..CHAKMA VOWEL SIGN II
1112D         ; Top # Mn       CHAKMA VOWEL SIGN AI
11130         ; Top # Mn       CHAKMA VOWEL SIGN OI
11134         ; Top # Mn       CHAKMA MAAYYAA
11180..11181  ; Top # Mn   [2] SHARADA SIGN CANDRABINDU..SHARADA SIGN ANUSVARA
111BC..111BE  ; Top # Mn   [3] SHARADA VOWEL SIGN E..SHARADA VOWEL SIGN O
111C2..111C3  ; Top # Lo   [2] SHARADA SIGN JIHVAMULIYA..SHARADA SIGN UPADHMANIYA
111CB         ; Top # Mn       SHARADA VOWEL MODIFIER MARK
111CF         ; Top # Mn       SHARADA SIGN INVERTED CANDRABINDU
11230..11231  ; Top # Mn   [2] KHOJKI VOWEL SIGN E..KHOJKI VOWEL SIGN AI
11234         ; Top # Mn       KHOJKI SIGN ANUSVARA
11236..11237  ; Top # Mn   [2] KHOJKI SIGN NUKTA..KHOJKI SIGN SHADDA
1123E         ; Top # Mn       KHOJKI SIGN SUKUN
112DF         ; Top # Mn       KHUDAWADI SIGN ANUSVARA
112E5..112E8  ; Top # Mn   [4] KHUDAWADI VOWEL SIGN E..KHUDAWADI VOWEL SIGN AU
11300..11301  ; Top # Mn   [2] GRANTHA SIGN COMBINING ANUSVARA ABOVE..GRANTHA SIGN CANDRABINDU
11340         ; Top # Mn       GRANTHA VOWEL SIGN II
11366..1136C  ; Top # Mn   [7] COMBINING GRANTHA DIGIT ZERO..COMBINING GRANTHA DIGIT SIX
11370..11374  ; Top # Mn   [5] COMBINING GRANTHA LETTER A..COMBINING GRANTHA LETTER PA
113CE         ; Top # Mn       TULU-TIGALARI SIGN VIRAMA
113D1         ; Top # Lo       TULU-TIGALARI REPHA
113E1         ; Top # Mn       TULU-TIGALARI VEDIC TONE SVARITA
1143E..1143F  ; Top # Mn   [2] NEWA VOWEL SIGN E..NEWA VOWEL SIGN AI
11443..11444  ; Top # Mn   [2] NEWA SIGN CANDRABINDU..NEWA SIGN ANUSVARA
1145E         ; Top # Mn       NEWA SANDHI MARK
114BA         ; Top # Mn       TIRHUTA VOWEL SIGN SHORT E
114BF..114C0  ; Top # Mn   [2] TIRHUTA SIGN CANDRABINDU..TIRHUTA SIGN ANUSVARA
115BC..115BD  ; Top # Mn   [2] SIDDHAM SIGN CANDRABINDU..SIDDHAM SIGN ANUSVARA
11639..1163A  ; Top # Mn   [2] MODI VOWEL SIGN E..MODI VOWEL SIGN AI
1163D         ; Top # Mn       MODI SIGN ANUSVARA
11640         ; Top # Mn       MODI SIGN ARDHACANDRA
116AB         ; Top # Mn       TAKRI SIGN ANUSVARA
116AD         ; Top # Mn       TAKRI VOWEL SIGN AA
116B2..116B5  ; Top # Mn   [4] TAKRI VOWEL SIGN E..TAKRI VOWEL SIGN AU
1171F         ; Top # Mn       AHOM CONSONANT SIGN MEDIAL LIGATING RA
11722..11723  ; Top # Mn   [2] AHOM VOWEL SIGN I..AHOM VOWEL SIGN II
11727         ; Top # Mn       AHOM VOWEL SIGN AW
11729..1172B  ; Top # Mn   [3] AHOM VOWEL SIGN AI..AHOM SIGN KILLER
11833..11837  ; Top # Mn   [5] DOGRA VOWEL SIGN E..DOGRA SIGN ANUSVARA
1193B..1193C  ; Top # Mn   [2] DIVES AKURU SIGN ANUSVARA..DIVES AKURU SIGN CANDRABINDU
1193F         ; Top # Lo       DIVES AKURU PREFIXED NASAL SIGN
11941         ; Top # Lo       DIVES AKURU INITIAL RA
119DA..119DB  ; Top # Mn   [2] NANDINAGARI VOWEL SIGN E..NANDINAGARI VOWEL SIGN AI
11A01         ; Top # Mn       ZANABAZAR SQUARE VOWEL SIGN I
11A04..11A09  ; Top # Mn   [6] ZANABAZAR SQUARE VOWEL SIGN E..ZANABAZAR SQUARE VOWEL SIGN REVERSED I
11A35..11A38  ; Top # Mn   [4] ZANABAZAR SQUARE SIGN CANDRABINDU..ZANABAZAR SQUARE SIGN ANUSVARA
11A51         ; Top # Mn       SOYOMBO VOWEL SIGN I
11A54..11A56  ; Top # Mn   [3] SOYOMBO VOWEL SIGN E..SOYOMBO VOWEL SIGN OE
11A84..11A89  ; Top # Lo   [6] SOYOMBO SIGN JIHVAMULIYA..SOYOMBO CLUSTER-INITIAL LETTER SA
11A96         ; Top # Mn       SOYOMBO SIGN ANUSVARA
11A98         ; Top # Mn       SOYOMBO GEMINATION MARK
11B60         ; Top # Mn       SHARADA VOWEL SIGN OE
11B64         ; Top # Mn       SHARADA VOWEL SIGN SHORT E
11B66         ; Top # Mn       SHARADA VOWEL SIGN CANDRA E
11C30..11C31  ; Top # Mn   [2] BHAIKSUKI VOWEL SIGN I..BHAIKSUKI VOWEL SIGN II
11C38..11C3D  ; Top # Mn   [6] BHAIKSUKI VOWEL SIGN E..BHAIKSUKI SIGN ANUSVARA
11CB3         ; Top # Mn       MARCHEN VOWEL SIGN E
11CB5..11CB6  ; Top # Mn   [2] MARCHEN SIGN ANUSVARA..MARCHEN SIGN CANDRABINDU
11D31..11D35  ; Top # Mn   [5] MASARAM GONDI VOWEL SIGN AA..MASARAM GONDI VOWEL SIGN UU
11D3A         ; Top # Mn       MASARAM GONDI VOWEL SIGN E
11D3C..11D3D  ; Top # Mn   [2] MASARAM GONDI VOWEL SIGN AI..MASARAM GONDI VOWEL SIGN O
11D3F..11D41  ; Top # Mn   [3] MASARAM GONDI VOWEL SIGN AU..MASARAM GONDI SIGN VISARGA
11D43         ; Top # Mn       MASARAM GONDI SIGN CANDRA
11D90..11D91  ; Top # Mn   [2] GUNJALA GONDI VOWEL SIGN EE..GUNJALA GONDI VOWEL SIGN AI
11D95         ; Top # Mn       GUNJALA GONDI SIGN ANUSVARA
11EF3         ; Top # Mn       MAKASAR VOWEL SIGN I
11F00..11F01  ; Top # Mn   [2] KAWI SIGN CANDRABINDU..KAWI SIGN ANUSVARA
11F02         ; Top # Lo       KAWI SIGN REPHA
11F36..11F37  ; Top # Mn   [2] KAWI VOWEL SIGN I..KAWI VOWEL SIGN II
11F40         ; Top # Mn       KAWI VOWEL SIGN EU
11F5A         ; Top # Mn       KAWI SIGN NUKTA
1611E..16129  ; Top # Mn  [12] GURUNG KHEMA VOWEL SIGN AA..GURUNG KHEMA VOWEL LENGTH MARK
1612D         ; Top # Mn       GURUNG KHEMA SIGN ANUSVARA

# Indic_Positional_Category=Bottom

093C          ; Bottom # Mn       DEVANAGARI SIGN NUKTA
0941..0944    ; Bottom # Mn   [4] DEVANAGARI VOWEL SIGN U..DEVANAGARI VOWEL SIGN VOCALIC RR
094D          ; Bottom # Mn       DEVANAGARI SIGN VIRAMA
0952          ; Bottom # Mn       DEVANAGARI STRESS SIGN ANUDATTA
0956..0957    ; Bottom # Mn   [2] DEVANAGARI VOWEL SIGN UE..DEVANAGARI VOWEL SIGN UUE
